Image;Collection;Production;Date;Occasion;Leaflet Language
Scan 2024-04-29 1008-5.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-6.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-7.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-8.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-9.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-10.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-11.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-12.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-13.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-14.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-15.jpeg;1960-1961;De Vrijschutter;02/10/1960;;ned
Scan 2024-04-29 1008-16.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-17.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-18.jpeg;1960-1961;Aida;02/10/1960;;ned
Scan 2024-04-29 1008-19.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-20.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-21.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-22.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-23.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-24.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-25.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-26.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-27.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-28.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-29.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-30.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-31.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-32.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-33.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-34.jpeg;1960-1961;Egmont;06/10/1960;;ned
Scan 2024-04-29 1008-35.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-36.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-37.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-38.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-39.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-40.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-41.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-42.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-43.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-44.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-45.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-46.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-47.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-48.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-49.jpeg;1960-1961;Katia Kabanova;08/10/1960;;ned
Scan 2024-04-29 1008-50.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-51.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-52.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-53.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-54.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-55.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-56.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-57.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-58.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-59.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-60.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-61.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-62.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-63.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-64.jpeg;1960-1961;Egmont;09/10/1960;;ned
Scan 2024-04-29 1008-65.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-66.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-67.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-68.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-69.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-70.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-71.jpeg;1960-1961;De Macht van het Noodlot;09/10/1960;;ned
Scan 2024-04-29 1008-72.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-73.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-74.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-75.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-76.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-77.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-78.jpeg;1960-1961;Katia Kabanova;13/10/1960;;ned
Scan 2024-04-29 1008-79.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-80.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-81.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-82.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-83.jpeg;1960-1961;Aida;15/10/1960;;ned
Scan 2024-04-29 1008-84.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-85.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-86.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-87.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-88.jpeg;1960-1961;Figaro's Bruiloft;16/10/1960;;ned
Scan 2024-04-29 1008-89.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-90.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-91.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-92.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-93.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-94.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-95.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-96.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-97.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-98.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-99.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-100.jpeg;1960-1961;De vliegende Hollander;16/10/1960;;ned
Scan 2024-04-29 1008-101.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-102.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-103.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-104.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-105.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-106.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-107.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-108.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-109.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-110.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-111.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-112.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-113.jpeg;1960-1961;Egmont;18/10/1960;;ned
Scan 2024-04-29 1008-114.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-115.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-116.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-117.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-118.jpeg;1960-1961;Rigoletto;18/10/1960;galavoorstelling;ned
Scan 2024-04-29 1008-119.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-120.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-121.jpeg;1960-1961;De Vrijschutter;20/10/1960;;ned
Scan 2024-04-29 1008-122.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-123.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-124.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-125.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-126.jpeg;1960-1961;Rigoletto;22/10/1960;;ned
Scan 2024-04-29 1008-127.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-128.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-129.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-130.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-131.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-132.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-133.jpeg;1960-1961;De vliegende Hollander;23/10/1960;;ned
Scan 2024-04-29 1008-134.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-135.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-136.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-137.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-138.jpeg;1960-1961;De Vrijschutter;23/10/1960;;ned
Scan 2024-04-29 1008-139.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-140.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-141.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-142.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-143.jpeg;1960-1961;Rigoletto;27/10/1960;;ned
Scan 2024-04-29 1008-144.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-145.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-146.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-147.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-148.jpeg;1960-1961;Aïda;28/10/1960;galavoorstelling;ned
Scan 2024-04-29 1008-149.jpeg;1960-1961;Figaro's Bruiloft;09/12/1960;;ned
Scan 2024-04-29 1008-150.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-151.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-152.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-153.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-154.jpeg;1960-1961;Maria Stuart;15/11/1960;;ned
Scan 2024-04-29 1008-155.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-156.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-157.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-158.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-159.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-160.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-161.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-162.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-163.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-164.jpeg;1960-1961;Dantons Dood;29/10/1960;;ned
Scan 2024-04-29 1008-165.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-166.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-167.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-168.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-169.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-170.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-171.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-172.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-173.jpeg;1960-1961;Katia Kabanova;30/10/1960;;ned
Scan 2024-04-29 1008-174.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-175.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-176.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-177.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-178.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-179.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-180.jpeg;1960-1961;Egmont;30/10/1960;;ned
Scan 2024-04-29 1008-181.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-182.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-183.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-184.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-185.jpeg;1960-1961;Boheme;31/10/1960;galavoorstelling;ned
Scan 2024-04-29 1008-186.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-187.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-188.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-189.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-190.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-191.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-192.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1008-193.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-1.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-2.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-3.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-4.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-5.jpeg;1960-1961;Dantons Dood;03/11/1960;;ned
Scan 2024-04-29 1032-6.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-7.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-8.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-9.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-10.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-11.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-12.jpeg;1960-1961;Egmont;05/11/1960;;ned
Scan 2024-04-29 1032-13.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-14.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-15.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-16.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-17.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-18.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-19.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-20.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-21.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-22.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-23.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-24.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-25.jpeg;1960-1961;De Schone Helena;06/11/1960;;ned
Scan 2024-04-29 1032-26.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-27.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-28.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-29.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-30.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-31.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-32.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-33.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-34.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-35.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-36.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-37.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-38.jpeg;1960-1961;Dantons Dood;06/11/1960;;ned
Scan 2024-04-29 1032-39.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-40.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-41.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-42.jpeg;1960-1961;De Barbier van Sevilla;08/11/1960;;ned
Scan 2024-04-29 1032-43.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-44.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-45.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-46.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-47.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-48.jpeg;1960-1961;De Schone Helena;10/11/1960;;ned
Scan 2024-04-29 1032-49.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-50.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-51.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-52.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-53.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-54.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-55.jpeg;1960-1961;De vliegende Hollander;12/11/1960;;ned
Scan 2024-04-29 1032-56.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-57.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-58.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-59.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-60.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-61.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-62.jpeg;1960-1961;Dantons Dood;13/11/1960;;ned
Scan 2024-04-29 1032-63.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-64.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-65.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-66.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-67.jpeg;1960-1961;De Barbier van Sevilla;13/11/1960;;ned
Scan 2024-04-29 1032-68.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-69.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-70.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-71.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-72.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-73.jpeg;1960-1961;De Toverwinkel;15/11/1960;;ned
Scan 2024-04-29 1032-74.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-75.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-76.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-77.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-78.jpeg;1960-1961;Het Rendez-Vous + Clair de Lune + De Roof van Proserpina;15/11/1960;;ned
Scan 2024-04-29 1032-79.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-80.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-81.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-82.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-83.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-84.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-85.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-86.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-87.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-88.jpeg;1960-1961;De vliegende Hollander;17/11/1960;;ned
Scan 2024-04-29 1032-89.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-90.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-91.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-92.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-93.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-94.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-95.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-96.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-97.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-98.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-99.jpeg;1960-1961;De Walkure;19/11/1960;;ned
Scan 2024-04-29 1032-100.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-101.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-102.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-103.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-104.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-105.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-106.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-107.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-108.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-109.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-110.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-111.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-112.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-113.jpeg;1960-1961;Madame Butterfly;20/11/1960;;ned
Scan 2024-04-29 1032-114.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-115.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-116.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-117.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-118.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-119.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-120.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-121.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-122.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-123.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-124.jpeg;1960-1961;De Schone Helena;20/11/1960;;ned
Scan 2024-04-29 1032-125.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-126.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-127.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-128.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-129.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-130.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-131.jpeg;1960-1961;Egmont;22/11/1960;;ned
Scan 2024-04-29 1032-132.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-133.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-134.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-135.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-136.jpeg;1960-1961;La Boheme;22/11/1960;galavoorstelling;ned
Scan 2024-04-29 1032-137.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-138.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-139.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-140.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-141.jpeg;1960-1961;De Walkure;24/11/1960;;ned
Scan 2024-04-29 1032-142.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-143.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-144.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-145.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-146.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-147.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-148.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-149.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-150.jpeg;1960-1961;Boheme;26/11/1960;;ned
Scan 2024-04-29 1032-151.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-152.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-153.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-154.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-155.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-156.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-157.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-158.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-159.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-160.jpeg;1960-1961;De Macht van het Noodlot;27/11/1960;;ned
Scan 2024-04-29 1032-161.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-162.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-163.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-164.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-165.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-166.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-167.jpeg;1960-1961;Figaro's Bruiloft;27/11/1960;;ned
Scan 2024-04-29 1032-168.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-169.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-170.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-171.jpeg;1960-1961;De Schone Helena;28/11/1960;;ned
Scan 2024-04-29 1032-172.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-173.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-174.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-175.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-176.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-177.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-178.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1032-179.jpeg;1960-1961;Aida;29/11/1960;galavoorstelling;ned
Scan 2024-04-29 1032-180.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-1.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-2.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-3.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-4.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-5.jpeg;1960-1961;De Macht van het Noodlot;01/12/1960;;ned
Scan 2024-04-29 1100-6.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-7.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-8.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-9.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-10.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-11.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-12.jpeg;1960-1961;De Schone Helena;03/12/1960;;ned
Scan 2024-04-29 1100-13.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-14.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-15.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-16.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-17.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-18.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-19.jpeg;1960-1961;De Walkure;04/12/1960;;ned
Scan 2024-04-29 1100-20.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-21.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-22.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-23.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-24.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-25.jpeg;1960-1961;Madame Butterfly;04/12/1960;;ned
Scan 2024-04-29 1100-26.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-27.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-28.jpeg;1960-1961;Quinten Massijs;06/12/1960;galavoorstelling;ned
Scan 2024-04-29 1100-29.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-30.jpeg;1960-1961;;;;ned
Scan 2024-04-29 1100-31.jpeg;1960-1961;;;;ned
